"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
4,312002475E2;5,233491896E1;4,865042382E0;3,220780379E0;1,471771717E0;2,876017761E2;3,506002903E0;3,767165184E0
4,322002555E2;5,233492185E1;4,865019636E0;3,154488151E0;1,483103752E0;2,858409424E2;3,505518436E0;3,808598280E0
4,332002855E2;5,233492790E1;4,864998347E0;3,051524449E0;1,493486404E0;2,843651733E2;3,497558355E0;3,828861713E0
4,342002865E2;5,233493283E1;4,864977725E0;2,770778746E0;1,493111849E0;2,818890076E2;3,511621714E0;3,829770803E0
4,352002955E2;5,233493909E1;4,864957911E0;2,809084570E0;1,490721703E0;2,815629272E2;3,570577621E0;3,833149672E0
4,362003435E2;5,233494313E1;4,864939594E0;2,713937417E0;1,470303535E0;2,762895508E2;3,648102283E0;3,827555180E0
4,372003305E2;5,233494165E1;4,864916210E0;2,985766718E0;1,470336914E0;2,676212158E2;3,813053370E0;3,847235918E0
4,382003685E2;5,233493760E1;4,864891924E0;3,278504778E0;1,479666233E0;2,661611328E2;3,936708212E0;3,855014563E0
4,392003665E2;5,233493261E1;4,864871451E0;3,093306880E0;1,473614454E0;2,677417908E2;4,023830891E0;3,864569426E0
4,402004295E2;5,233493211E1;4,864845599E0;2,891598916E0;1,491194606E0;2,709076843E2;4,089539528E0;3,881592751E0
4,412004395E2;5,233493795E1;4,864818133E0;2,944899678E0;1,526453972E0;2,787564697E2;4,172143936E0;3,946880817E0
4,422004175E2;5,233494385E1;4,864795293E0;2,899845782E0;1,538190126E0;2,839932556E2;3,976014614E0;3,929106236E0
4,432004605E2;5,233495592E1;4,864773974E0;3,274621657E0;1,570457697E0;2,881410217E2;3,785614967E0;3,897915602E0
4,442004905E2;5,233497655E1;4,864756115E0;4,296088209E0;1,642198563E0;2,896000671E2;3,509579659E0;3,837270737E0
4,452007605E2;5,233498631E1;4,864739356E0;4,684862493E0;1,627978563E0;2,939573975E2;3,404736996E0;3,798429489E0
4,472005335E2;5,233499333E1;4,864707410E0;4,596734404E0;1,545561790E0;2,853272705E2;3,731313705E0;3,956884384E0
4,482005405E2;5,233499444E1;4,864683416E0;4,238883668E0;1,546739340E0;2,796823425E2;3,774914742E0;4,037231922E0
4,492005515E2;5,233499471E1;4,864660078E0;4,151257053E0;1,545300245E0;2,761007080E2;3,679354191E0;4,037371159E0
4,502008575E2;5,233499567E1;4,864640715E0;3,888362827E0;1,523042917E0;2,752471619E2;3,708751202E0;4,069653034E0
4,512006415E2;5,233499543E1;4,864622391E0;3,527892267E0;1,497415900E0;2,766752014E2;3,732807636E0;4,106347561E0
4,522005995E2;5,233499512E1;4,864605023E0;3,279625140E0;1,469744086E0;2,769164124E2;3,757092476E0;4,129832268E0
4,532007225E2;5,233499563E1;4,864583068E0;3,086753185E0;1,468431354E0;2,752961426E2;3,820145845E0;4,180474758E0
4,542006405E2;5,233499623E1;4,864559403E0;3,117898720E0;1,475904465E0;2,742455444E2;3,941687822E0;4,248800755E0
4,552006625E2;5,233499590E1;4,864535896E0;3,244679792E0;1,482248545E0;2,724295959E2;4,037834644E0;4,304183483E0
4,562007175E2;5,233499507E1;4,864512669E0;3,297602107E0;1,488241076E0;2,708988647E2;4,147025108E0;4,370799065E0
4,572007175E2;5,233499385E1;4,864486024E0;3,269097837E0;1,513100505E0;2,713631287E2;4,224246025E0;4,448188305E0
4,582006875E2;5,233499361E1;4,864457833E0;3,053604448E0;1,542581081E0;2,727220764E2;4,191294193E0;4,461569309E0
4,592007445E2;5,233499347E1;4,864435633E0;3,029833455E0;1,537873745E0;2,716586914E2;4,178539276E0;4,509869576E0
4,602007655E2;5,233499453E1;4,864417342E0;2,843762805E0;1,513224602E0;2,711321106E2;4,273424149E0;4,572290897E0
4,612007875E2;5,233499491E1;4,864394546E0;2,696927911E0;1,511559367E0;2,711631165E2;4,451437473E0;4,656569004E0
4,622007885E2;5,233499400E1;4,864377096E0;2,824808945E0;1,480685949E0;2,665162354E2;4,455021381E0;4,710581303E0
4,632008165E2;5,233499116E1;4,864358078E0;3,052485275E0;1,461497307E0;2,636531067E2;4,504386425E0;4,752299309E0
4,642008465E2;5,233498986E1;4,864338059E0;3,045018568E0;1,449417591E0;2,678241882E2;4,456827164E0;4,748282433E0
4,652008655E2;5,233498760E1;4,864310922E0;3,039802756E0;1,475909233E0;2,713565063E2;4,550839424E0;4,796662807E0
