"Time (s)";"Temperature (°C)"
5,216340091E1;3,259765625E1
5,226340091E1;3,260937500E1
5,236340091E1;3,264062500E1
5,246340091E1;3,261718750E1
5,256340091E1;3,258593750E1
5,266340091E1;3,259765625E1
5,276340091E1;3,264843750E1
5,286340091E1;3,266406250E1
5,296340091E1;3,262500000E1
5,306340091E1;3,263281250E1
5,316340091E1;3,268359375E1
5,326340091E1;3,264843750E1
5,336340091E1;3,262500000E1
5,346340091E1;3,265625000E1
5,356340091E1;3,262500000E1
5,366340091E1;3,264062500E1
5,376340091E1;3,259375000E1
5,386340091E1;3,267578125E1
5,396340091E1;3,266406250E1
5,406340091E1;3,263281250E1
5,416340091E1;3,260937500E1
5,426340091E1;3,261718750E1
5,436340091E1;3,261718750E1
5,446340091E1;3,265625000E1
5,456340091E1;3,264062500E1
5,466340091E1;3,264062500E1
5,476340091E1;3,262500000E1
5,486340091E1;3,261718750E1
5,496340091E1;3,263281250E1
5,506340091E1;3,260546875E1
5,516340091E1;3,261718750E1
5,526340091E1;3,261328125E1
5,536340091E1;3,261718750E1
5,546340091E1;3,259375000E1
5,556340091E1;3,258203125E1
5,566340091E1;3,257421875E1
5,576340091E1;3,260546875E1
5,586340091E1;3,256640625E1
5,596340091E1;3,257421875E1
5,606340091E1;3,259765625E1
5,616340091E1;3,255859375E1
5,626340091E1;3,257421875E1
5,636340091E1;3,255859375E1
5,646340091E1;3,255859375E1
5,656340091E1;3,254296875E1
5,666340091E1;3,251562500E1
5,676340091E1;3,249218750E1
5,686340091E1;3,256640625E1
5,696340091E1;3,258203125E1
5,706340091E1;3,255078125E1
5,716340091E1;3,250781250E1
5,726340091E1;3,250781250E1
5,736340091E1;3,255078125E1
5,746340091E1;3,251562500E1
5,756340091E1;3,255078125E1
5,766340091E1;3,254296875E1
5,776340091E1;3,254296875E1
5,786340091E1;3,256640625E1
5,796340091E1;3,253125000E1
5,806340091E1;3,255078125E1
5,816340091E1;3,250000000E1
5,826340091E1;3,254296875E1
5,836340091E1;3,251562500E1
5,846340091E1;3,247656250E1
5,856340091E1;3,250781250E1
5,866340091E1;3,253125000E1
5,876340091E1;3,248437500E1
5,886340091E1;3,246093750E1
5,896340091E1;3,250781250E1
5,906340091E1;3,250000000E1
5,916340091E1;3,247656250E1
5,926340091E1;3,250781250E1
5,936340091E1;3,243750000E1
5,946340091E1;3,241796875E1
