"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
3,670582458E1;5,192354787E-3;2,138028387E-3;2,290744567E-3
3,680582458E1;5,497787148E-3;7,635815418E-4;2,443460980E-3
3,690582459E1;3,817907767E-3;-4,581489484E-4;2,596177394E-3
3,700582458E1;3,512475174E-3;-3,054326226E-4;2,748893574E-3
3,710582458E1;1,679879380E-3;1,374446787E-3;2,748893574E-3
3,720582458E1;0,000000000E0;2,443460980E-3;2,290744567E-3
3,730582458E1;-1,527163084E-3;2,443460980E-3;1,527163113E-4
3,740582459E1;1,832595794E-3;3,970623948E-3;-4,581489484E-4
3,750582458E1;6,414085161E-3;4,276056774E-3;0,000000000E0
3,760582458E1;8,246680722E-3;5,955935922E-3;-4,581489484E-4
