"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,239853071E2;5,235623430E1;4,890573554E0;2,697243536E0;5,384460924E-1;1,757224974E2;4,892557797E0;3,144426058E0
1,249853033E2;5,235623390E1;4,890562437E0;3,282237849E0;4,307510050E-1;1,834612781E2;4,887417864E0;3,152409182E0
1,259852998E2;5,235621930E1;4,890552952E0;2,829664131E0;7,688381127E-1;1,846576121E2;4,882047817E0;3,160719245E0
1,269852967E2;5,235620955E1;4,890542436E0;2,544451888E0;9,439311362E-1;1,904424436E2;4,886854483E0;3,153282464E0
1,279852923E2;5,235620943E1;4,890524607E0;3,003742332E0;8,184984298E-1;1,954391911E2;4,883571214E0;3,158364962E0
1,289852885E2;5,235619611E1;4,890519209E0;2,629124935E0;1,228629031E0;1,880373093E2;4,878108294E0;3,166795936E0
1,299852846E2;5,235618900E1;4,890520558E0;2,728458594E0;1,167096245E0;1,782466852E2;4,863288063E0;3,189508778E0
1,309852816E2;5,235620137E1;4,890525398E0;3,296402798E0;6,289669197E-1;1,563484350E2;4,848360658E0;3,212154412E0
1,319852765E2;5,235620175E1;4,890534076E0;3,898022655E0;5,648348071E-1;1,473900394E2;4,855338195E0;3,201597733E0
1,329852732E2;5,235618748E1;4,890544710E0;3,230814381E0;7,963262209E-1;1,501274155E2;4,887332411E0;3,152541663E0
1,339852698E2;5,235616760E1;4,890553653E0;3,126763906E0;1,105565442E0;1,563417093E2;4,909278166E0;3,118256711E0
1,349858155E2;5,235614940E1;4,890561375E0;2,886843727E0;1,343196660E0;1,591654851E2;4,950439786E0;3,052487995E0
1,359858189E2;5,235613053E1;4,890566337E0;2,511497880E0;1,441027938E0;1,629307945E2;4,964486366E0;3,029589437E0
1,369858155E2;5,235611892E1;4,890560966E0;2,548975576E0;1,131885715E0;1,697833776E2;4,953913531E0;3,046847183E0
1,379858190E2;5,235610806E1;4,890567793E0;2,399937727E0;9,896735577E-1;1,692165896E2;4,954345589E0;3,046144583E0
1,389858174E2;5,235609094E1;4,890573115E0;2,161563144E0;1,147174296E0;1,704543167E2;4,957549508E0;3,040927475E0
1,399858074E2;5,235607525E1;4,890573019E0;1,945047958E0;1,070667561E0;1,731000386E2;4,962332986E0;3,033115290E0
