"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,939221287E2;5,232703726E1;5,022801867E0;8,574381461E-1;2,205661644E1;3,788253021E1;4,752818707E0;3,351902650E0
1,949221164E2;5,232719777E1;5,023005665E0;4,938471820E-1;2,259467634E1;3,788253021E1;4,748236493E0;3,358390573E0
1,959221054E2;5,232735997E1;5,023211602E0;5,489787757E-1;2,281671591E1;3,788253021E1;4,739427540E0;3,370810529E0
1,969220942E2;5,232752158E1;5,023417010E0;5,938073089E-1;2,287804955E1;3,794727707E1;4,741947493E0;3,367264618E0
1,979220829E2;5,232768392E1;5,023623591E0;7,044366179E-1;2,297000871E1;3,791998672E1;4,736525805E0;3,374886714E0
1,989220732E2;5,232784964E1;5,023834296E0;2,140591387E0;2,321397968E1;3,791998672E1;4,733066790E0;3,379736053E0
1,999220637E2;5,232801117E1;5,024039668E0;7,987053059E-1;2,309892795E1;3,791998672E1;4,730652132E0;3,383115050E0
2,009220532E2;5,232817558E1;5,024248691E0;6,857972685E-1;2,321701888E1;3,791998672E1;4,729376083E0;3,384898654E0
2,019220444E2;5,232833982E1;5,024460025E0;3,824540721E-1;2,317148477E1;3,848254013E1;4,727281477E0;3,387823323E0
2,029220359E2;5,232849218E1;5,024689330E0;5,481156837E-1;2,301202357E1;3,858694077E1;4,726323579E0;3,389159551E0
2,039220275E2;5,232865290E1;5,024896398E0;4,847865701E-1;2,293970741E1;3,843260574E1;4,723872855E0;3,392574580E0
2,049220180E2;5,232881304E1;5,025101848E0;4,256938882E-1;2,282306879E1;3,843260574E1;4,722768902E0;3,394111214E0
2,059220110E2;5,232897065E1;5,025304403E0;1,905733785E-1;2,257321409E1;3,843260574E1;4,721132208E0;3,396387449E0
2,069220036E2;5,232912614E1;5,025504439E0;4,022788461E-1;2,213721378E1;3,816661453E1;4,719922448E0;3,398068440E0
