"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,061738915E2;5,235619850E1;4,890605705E0;2,445403877E0;9,365738678E-1;3,513125963E2;4,858322565E0;3,197067232E0
1,071738819E2;5,235620110E1;4,890595265E0;2,591211677E0;7,868927486E-1;3,516679203E2;4,793915481E0;3,292857633E0
1,081738737E2;5,235621140E1;4,890595916E0;2,656693931E0;9,024708271E-1;3,569308391E2;4,793607580E0;3,293305846E0
1,091738645E2;5,235622929E1;4,890605791E0;2,156384239E0;1,203099498E0;5,587840390E0;4,793919824E0;3,292851311E0
1,101738547E2;5,235623531E1;4,890603036E0;2,459241453E0;1,060310831E0;5,666850659E0;4,797617474E0;3,287461575E0
1,111738460E2;5,235624660E1;4,890612548E0;2,552214591E0;1,062287044E0;1,173660320E1;4,796364035E0;3,289290057E0
1,121738366E2;5,235626085E1;4,890610403E0;2,446680368E0;1,034666442E0;7,561281466E0;4,795806369E0;3,290103084E0
1,131738280E2;5,235627261E1;4,890616064E0;2,358872759E0;1,035407558E0;9,892593244E0;4,797510287E0;3,287617994E0
1,141738188E2;5,235628956E1;4,890625772E0;1,947736684E0;1,273866617E0;1,225013619E1;4,795516420E0;3,290525688E0
1,151738100E2;5,235629852E1;4,890632561E0;2,098975881E0;1,167888174E0;1,209923817E1;4,807851559E0;3,272476191E0
1,161738013E2;5,235630883E1;4,890631187E0;1,670258196E0;1,122989861E0;9,105338094E0;4,813689301E0;3,263883017E0
1,171737931E2;5,235632039E1;4,890631001E0;1,684724899E0;1,072462859E0;5,737189231E0;4,810006558E0;3,269307869E0
1,181737841E2;5,235633360E1;4,890624883E0;1,959850036E0;1,157334601E0;2,243724937E0;4,810701179E0;3,268285667E0
1,191737754E2;5,235634417E1;4,890612883E0;1,907352601E0;1,116058645E0;3,579912736E2;4,815202879E0;3,261649624E0
1,201737667E2;5,235635526E1;4,890612876E0;2,282885519E0;1,114442525E0;3,597668326E2;4,807434747E0;3,273088478E0
1,211737574E2;5,235636375E1;4,890613703E0;2,316442023E0;9,110875324E-1;4,595880012E0;4,807135208E0;3,273528391E0
1,221737497E2;5,235637887E1;4,890612691E0;1,943265155E0;1,152377189E0;6,459700926E0;4,810367540E0;3,268776707E0
1,231737400E2;5,235639008E1;4,890613017E0;2,156517819E0;1,073999509E0;6,951199314E0;4,815027531E0;3,261908476E0
1,241737306E2;5,235640171E1;4,890614114E0;1,981875692E0;1,127929089E0;8,311286909E0;4,810147716E0;3,269100180E0
1,251737221E2;5,235641186E1;4,890605566E0;1,957880275E0;1,113556325E0;5,947200569E0;4,807804460E0;3,272545386E0
1,261737140E2;5,235641965E1;4,890602393E0;2,178719747E0;1,094792706E0;5,950000983E0;4,809349217E0;3,270274781E0
1,271737061E2;5,235643160E1;4,890595857E0;1,984238747E0;1,234235395E0;3,663632224E0;4,814553573E0;3,262607995E0
1,281736965E2;5,235643929E1;4,890589833E0;2,218689753E0;1,079443542E0;3,599159673E2;4,814099503E0;3,263277955E0
1,291736877E2;5,235644855E1;4,890582692E0;2,204532816E0;1,032370398E0;1,189618826E0;4,817319204E0;3,258523089E0
1,301736789E2;5,235645636E1;4,890583044E0;2,282505754E0;9,507460981E-1;5,052052983E0;4,804349661E0;3,277615195E0
1,311736705E2;5,235646577E1;4,890587291E0;2,128667655E0;1,018870545E0;1,342638332E1;4,805473379E0;3,275967435E0
1,321736618E2;5,235647919E1;4,890586968E0;1,993360847E0;1,048056432E0;1,187728496E1;4,809346804E0;3,270278329E0
1,331736530E2;5,235649065E1;4,890580191E0;2,251265045E0;9,800031080E-1;6,023451211E0;4,818600407E0;3,256628187E0
1,341736441E2;5,235650308E1;4,890579389E0;2,077930241E0;1,108981857E0;3,504290602E0;4,820007091E0;3,254545848E0
1,351736355E2;5,235652041E1;4,890567012E0;1,742039381E0;1,304251860E0;3,584417483E2;4,824819205E0;3,247407685E0
1,361742361E2;5,235652905E1;4,890556521E0;2,098526315E0;1,131237453E0;3,538462465E2;4,831049843E0;3,238131320E0
1,371742477E2;5,235654136E1;4,890564050E0;2,000119955E0;1,093783646E0;2,997552336E0;4,831379589E0;3,237639309E0
1,381742498E2;5,235654859E1;4,890550456E0;2,179530387E0;9,666635137E-1;2,097971440E-1;4,833692073E0;3,234185829E0
1,391742622E2;5,235655885E1;4,890555373E0;2,242708414E0;9,577211286E-1;3,544699548E0;4,834953241E0;3,232300139E0
