"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
2,280537162E2;5,200700342E1;5,096267449E0;3,284547912E0;4,001381874E0;1,638842316E2;7,518157959E0;4,965999126E0
2,290538232E2;5,200694624E1;5,096236057E0;1,576952578E0;4,056167126E0;1,747009277E2;7,097967148E0;4,859339714E0
2,300541412E2;5,200686752E1;5,096204085E0;1,764027592E0;4,085121632E0;1,784105988E2;7,060322762E0;4,989951611E0
2,310538362E2;5,200677207E1;5,096174457E0;2,763124498E0;5,028480053E0;1,810813141E2;6,848686218E0;5,036152840E0
2,320537722E2;5,200669977E1;5,096135940E0;2,439808195E0;5,139928818E0;1,827279358E2;6,428963184E0;5,092017174E0
2,330538222E2;5,200664297E1;5,096099508E0;2,712191469E0;5,204670906E0;1,823734741E2;6,274903297E0;5,237843037E0
2,340538662E2;5,200658744E1;5,096057468E0;2,207276279E0;5,080213547E0;1,827373199E2;6,122359276E0;5,233965397E0
2,350538502E2;5,200653122E1;5,096013571E0;1,177336196E0;5,046462536E0;1,831490173E2;5,957283974E0;5,101367474E0
2,360538742E2;5,200648208E1;5,095969637E0;6,275030235E-1;5,155164242E0;1,843034668E2;5,886540890E0;5,058362007E0
2,370539102E2;5,200642926E1;5,095940575E0;4,251531689E-1;5,000770569E0;1,852283325E2;6,843308926E0;4,956306458E0
2,380538872E2;5,200638332E1;5,095924732E0;5,192391865E-1;4,916815758E0;1,851710968E2;6,697657108E0;4,828150272E0
2,390539512E2;5,200633477E1;5,095902891E0;5,814716861E-1;5,135435104E0;1,864145660E2;7,608489037E0;4,854605198E0
2,400539352E2;5,200627763E1;5,095869092E0;1,097051198E0;5,506934643E0;1,900732574E2;7,054309845E0;4,892517567E0
2,410539372E2;5,200622754E1;5,095842971E0;1,804496025E0;5,161023617E0;1,923475800E2;6,061072826E0;4,916883469E0
2,420539572E2;5,200617775E1;5,095822094E0;1,990028504E0;4,994323730E0;1,904606781E2;5,923171043E0;4,915594101E0
2,430539912E2;5,200612072E1;5,095766229E0;1,297045932E0;5,210486412E0;1,920774536E2;5,000210285E0;4,638497829E0
2,450540382E2;5,200600388E1;5,095690658E0;1,997452696E0;5,530972004E0;1,945043945E2;4,394243717E0;4,041164398E0
2,460540542E2;5,200595071E1;5,095668376E0;2,189596246E0;5,270468712E0;1,925106964E2;4,394260406E0;3,959794521E0
2,470540522E2;5,200590980E1;5,095645760E0;2,556042663E0;5,470196247E0;1,916565857E2;5,074355602E0;3,993584633E0
2,480540892E2;5,200586784E1;5,095626380E0;2,189111624E0;5,300559998E0;1,855688934E2;4,394292831E0;3,913813114E0
2,490541462E2;5,200582026E1;5,095606288E0;2,017031223E0;5,035539627E0;1,879576263E2;4,944261551E0;3,829227686E0
2,500541502E2;5,200577418E1;5,095588728E0;1,847155476E0;5,256254673E0;1,889190674E2;4,805209160E0;3,527779341E0
2,510541762E2;5,200573124E1;5,095574304E0;2,325889355E0;5,397054195E0;1,899770813E2;4,880321026E0;3,428678274E0
2,520541382E2;5,200568629E1;5,095558225E0;3,034626170E0;5,240733147E0;1,925305176E2;4,885874748E0;3,437601566E0
2,530541702E2;5,200563920E1;5,095543795E0;3,130494886E0;5,208753109E0;1,889400787E2;4,394377232E0;3,453520536E0
2,540542352E2;5,200558294E1;5,095524548E0;3,238997584E0;5,303695679E0;1,876147156E2;4,394393921E0;3,485927582E0
2,550542222E2;5,200553777E1;5,095518944E0;3,041005579E0;5,413157463E0;1,879187012E2;4,282106876E0;3,424008846E0
2,560542172E2;5,200548920E1;5,095509685E0;2,529913679E0;5,492350578E0;1,885406799E2;4,394427776E0;3,351124763E0
2,570542652E2;5,200543952E1;5,095505685E0;2,647850087E0;5,472009182E0;1,892966003E2;4,886512280E0;3,413285494E0
2,580542532E2;5,200539165E1;5,095493817E0;2,548474325E0;5,133009434E0;1,872074585E2;5,009253025E0;3,413535833E0
2,590543152E2;5,200534509E1;5,095479857E0;2,846048912E0;5,091454983E0;1,859665833E2;4,945941448E0;3,459266186E0
2,600542932E2;5,200529661E1;5,095473204E0;3,398601242E0;5,144950390E0;1,860081024E2;4,946106911E0;3,438896656E0
2,610543272E2;5,200525033E1;5,095470900E0;3,603631446E0;5,040194035E0;1,848193817E2;4,900492668E0;3,543335915E0
2,620543702E2;5,200520634E1;5,095462464E0;3,265695147E0;4,980575085E0;1,861497803E2;4,808126450E0;3,567782402E0
2,630543652E2;5,200516229E1;5,095449603E0;2,999922086E0;4,812110901E0;1,868249512E2;4,586306572E0;3,553187609E0
2,640546052E2;5,200511807E1;5,095451502E0;4,217580862E0;4,504266739E0;1,868455048E2;4,394562721E0;3,533274651E0
2,650543752E2;5,200507568E1;5,095444510E0;4,273094308E0;4,485355854E0;1,878643646E2;4,394578457E0;3,586010695E0
2,660543732E2;5,200503690E1;5,095443051E0;4,230395626E0;4,321354866E0;1,859704132E2;4,681798935E0;3,643694639E0
2,670543982E2;5,200499828E1;5,095443610E0;3,975415275E0;4,051953793E0;1,879407349E2;5,297476768E0;3,713024855E0
2,680544132E2;5,200496405E1;5,095435095E0;3,388852095E0;3,683940649E0;1,841564026E2;6,120423317E0;3,487813950E0
2,690544292E2;5,200493160E1;5,095428852E0;3,756098552E0;3,308640480E0;1,849401703E2;7,407808781E0;3,368751764E0
2,700544582E2;5,200490580E1;5,095423919E0;4,340418397E0;2,917494059E0;1,899267731E2;4,433310032E0;3,235809326E0
2,710544732E2;5,200487300E1;5,095401153E0;4,259453139E0;2,049229622E0;1,953242188E2;4,420412064E0;3,000000000E0
