Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Illuminance (lx),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm),Temperature (°C)
"1,984816349E2",,,,"2,580905706E-2","-3,688098788E-1","-1,643991113E0",,,,,,,,,,,,,,,,,
"1,984939519E2","4,454837322E0","-1,039980507E1","-2,570489645E0",,,,,,,,,,,,,,,,,,,,
"1,985055599E2",,,,,,,,,,,,,,,,,,,,,"1,011191406E3",,
"1,985104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,182812500E1"
"1,985121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,985245684E2",,,,,,,,"-1,201031685E0","-1,718870163E0","5,992385387E0",,,,,,,,,,,,,
"1,985403592E2",,,,,,,,,,,,,,,,,,"-1,790959930E1","3,241539764E1","3,013399887E1",,,
"1,985816349E2",,,,"-1,217148975E-1","-8,819366693E-1","-1,574505210E0",,,,,,,,,,,,,,,,,
"1,985939519E2","8,291728973E0","-8,286943436E0","-1,426720500E0",,,,,,,,,,,,,,,,,,,,
"1,986055599E2",,,,,,,,,,,,,,,,,,,,,"1,011125244E3",,
"1,986104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,182421875E1"
"1,986121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,986245684E2",,,,,,,,"1,116326809E0","1,137277126E0","2,155361652E0",,,,,,,,,,,,,
"1,986403592E2",,,,,,,,,,,,,,,,,,"-2,244799995E1","2,823079872E1","3,034140015E1",,,
"1,986816349E2",,,,"-1,019381404E0","-5,925392732E-2","-1,488067746E0",,,,,,,,,,,,,,,,,
"1,986939519E2","8,650651932E0","-7,292725086E0","-7,124629617E-1",,,,,,,,,,,,,,,,,,,,
"1,987055599E2",,,,,,,,,,,,,,,,,,,,,"1,011244263E3",,
"1,987104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,182421875E1"
"1,987121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,987245684E2",,,,,,,,"9,685688019E-1","-2,565764427E0","2,063900471E0",,,,,,,,,,,,,
"1,987403592E2",,,,,,,,,,,,,,,,,,"-2,647399902E1","2,383880043E1","3,143939972E1",,,
"1,987816349E2",,,,"-6,858489513E-1","-6,791294217E-1","-1,349554062E0",,,,,,,,,,,,,,,,,
"1,987939519E2","7,396214962E0","-5,770890236E0","-1,741974831E0",,,,,,,,,,,,,,,,,,,,
"1,988055599E2",,,,,,,,,,,,,,,,,,,,,"1,011206177E3",,
"1,988104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,183984375E1"
"1,988121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,988163495E1",,,,"-6,111706495E-1","1,264491081E-1","-6,078109145E-2",,,,,,,,,,,,,,,,,
"1,988245684E2",,,,,,,,"-6,766896248E-1","2,686996460E-1","1,094506979E0",,,,,,,,,,,,,
"1,988403592E2",,,,,,,,,,,,,,,,,,"-2,812100029E1","1,755579948E1","3,518479919E1",,,
"1,988816349E2",,,,"3,103195429E-1","3,900374472E-1","9,118691087E-1",,,,,,,,,,,,,,,,,
"1,988939519E2","7,304090977E0","-2,387438774E0","-2,919841766E0",,,,,,,,,,,,,,,,,,,,
"1,989055599E2",,,,,,,,,,,,,,,,,,,,,"1,011206177E3",,
"1,989104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,180859375E1"
"1,989121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,989245684E2",,,,,,,,"-1,558887482E0","-2,039656162E0","5,482242584E0",,,,,,,,,,,,,
"1,989395187E1","1,805982947E0","-7,292127132E0","-3,960719585E0",,,,,,,,,,,,,,,,,,,,
"1,989403592E2",,,,,,,,,,,,,,,,,,"-2,923119926E1","1,478639984E1","3,395259857E1",,,
"1,989656484E1",,,,,,,,"1,261648655E0","-1,044988632E-2","8,212413788E-1",,,,,,,,,,,,,
"1,989816349E2",,,,"4,537201524E-1","5,992587805E-1","1,929875970E0",,,,,,,,,,,,,,,,,
"1,989939519E2","7,325626373E0","-5,644668579E0","-2,452044964E0",,,,,,,,,,,,,,,,,,,,
"1,990055599E2",,,,,,,,,,,,,,,,,,,,,"1,011409302E3",,
"1,990104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,182812500E1"
"1,990121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,990245684E2",,,,,,,,"-3,039255142E-1","-4,433145523E-1","-1,308856010E0",,,,,,,,,,,,,
"1,990403592E2",,,,,,,,,,,,,,,,,,"-2,796239853E1","2,000799942E1","3,262279892E1",,,
"1,990532082E2",,,,,,,,,,,"5,200755008E1","5,094448799E0","4,687221250E0","4,954639912E0","1,030023804E2","4,938666344E0","3,403631926E0",,,,,,
"1,990555995E1",,,,,,,,,,,,,,,,,,,,,"1,011338501E3",,
"1,990816349E2",,,,"5,797111392E-1","2,622139156E-1","2,339766502E0",,,,,,,,,,,,,,,,,
"1,990939519E2","3,409772158E0","-4,429712772E0","-3,045464993E0",,,,,,,,,,,,,,,,,,,,
"1,991041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,442578125E1"
"1,991055599E2",,,,,,,,,,,,,,,,,,,,,"1,011250122E3",,
"1,991104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,184375000E1"
"1,991121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,991218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,991245684E2",,,,,,,,"-3,658357143E0","3,545569420E0","3,851195812E0",,,,,,,,,,,,,
"1,991403592E2",,,,,,,,,,,,,,,,,,"-2,482699966E1","2,860899925E1","2,963379860E1",,,
"1,991816349E2",,,,"3,880521357E-1","-6,566801667E-2","2,063655615E0",,,,,,,,,,,,,,,,,
"1,991939519E2","4,563112736E0","-6,570092678E0","-2,170290232E0",,,,,,,,,,,,,,,,,,,,
"1,992055599E2",,,,,,,,,,,,,,,,,,,,,"1,011191162E3",,
"1,992104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,183593750E1"
"1,992121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,992245684E2",,,,,,,,"5,357918739E-1","4,131290913E0","-1,535769582E0",,,,,,,,,,,,,
"1,992403592E2",,,,,,,,,,,,,,,,,,"-1,707999992E1","3,383060074E1","2,730360031E1",,,
"1,992816349E2",,,,"8,689557761E-2","-7,144069076E-1","-5,418374538E-1",,,,,,,,,,,,,,,,,
"1,992939519E2","5,963512421E0","-1,016171932E1","-2,817548752E0",,,,,,,,,,,,,,,,,,,,
"1,993055599E2",,,,,,,,,,,,,,,,,,,,,"1,011191162E3",,
"1,993055599E2",,,,,,,,,,,,,,,,,,,,,"1,010788391E3",,
"1,993104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185156250E1"
"1,993121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,993245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,993403592E2",,,,,,,,,,,,,,,,,,"-1,240740013E1","3,508720016E1","2,820639992E1",,,
"1,993816349E2",,,,"4,717406929E-1","-4,137084782E-1","-9,862419367E-1",,,,,,,,,,,,,,,,,
"1,993939519E2","5,207380295E0","-8,038687706E0","-2,203191519E0",,,,,,,,,,,,,,,,,,,,
"1,993951869E0","3,505485058E0","-6,745367050E0","-6,909275651E-1",,,,,,,,,,,,,,,,,,,,
"1,994035919E1",,,,,,,,,,,,,,,,,,"-2,749880028E1","3,522140121E1","3,994279861E1",,,
"1,994104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185156250E1"
"1,994121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,994245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,994403592E2",,,,,,,,,,,,,,,,,,"-1,350539970E1","3,417219925E1","2,777939987E1",,,
"1,994816349E2",,,,"-1,400408596E-1","-5,885686874E-1","-1,414305806E0",,,,,,,,,,,,,,,,,
"1,994939519E2","5,591428280E0","-7,215556622E0","-2,440679073E-1",,,,,,,,,,,,,,,,,,,,
"1,995055599E2",,,,,,,,,,,,,,,,,,,,,"1,011367798E3",,
"1,995104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,182421875E1"
"1,995121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,995245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,995403592E2",,,,,,,,,,,,,,,,,,"-1,645779991E1","3,385499954E1","2,777939987E1",,,
"1,995816349E2",,,,"-6,340781450E-1","-1,311833113E-1","-1,480584621E0",,,,,,,,,,,,,,,,,
"1,995939519E2","7,559525013E0","-8,245666504E0","-1,561316729E0",,,,,,,,,,,,,,,,,,,,
"1,996055599E2",,,,,,,,,,,,,,,,,,,,,"1,011036133E3",,
"1,996104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,183984375E1"
"1,996121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,996245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,996403592E2",,,,,,,,,,,,,,,,,,"-2,012999916E1","3,006079865E1","2,853579903E1",,,
"1,996816349E2",,,,"-6,876815557E-1","-7,603744864E-1","-1,427133918E0",,,,,,,,,,,,,,,,,
"1,996939519E2","6,290730953E0","-6,415755749E0","-1,835893154E0",,,,,,,,,,,,,,,,,,,,
"1,997055599E2",,,,,,,,,,,,,,,,,,,,,"1,011036133E3",,
"1,997104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,184375000E1"
"1,997121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,997245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,997403592E2",,,,,,,,,,,,,,,,,,"-2,315559959E1","2,355819893E1","3,190299988E1",,,
"1,997816349E2",,,,"-9,896016866E-2","3,332269788E-1","-1,048550248E0",,,,,,,,,,,,,,,,,
"1,997939519E2","7,228118896E0","-8,015955687E-1","-2,297708035E0",,,,,,,,,,,,,,,,,,,,
"1,998055599E2",,,,,,,,,,,,,,,,,,,,,"1,011205322E3",,
"1,998104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,184375000E1"
"1,998121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,998163494E1",,,,"-5,916230083E-1","5,986479297E-2","-3,130684420E-2",,,,,,,,,,,,,,,,,
"1,998245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,998403592E2",,,,,,,,,,,,,,,,,,"-2,396080017E1","1,898320007E1","3,385499954E1",,,
"1,998816349E2",,,,"6,734789163E-2","4,491386712E-1","1,438587666E0",,,,,,,,,,,,,,,,,
"1,998939519E2","1,223151112E1","-1,268674564E1","-7,287341595E0",,,,,,,,,,,,,,,,,,,,
"1,999055599E2",,,,,,,,,,,,,,,,,,,,,"1,011341736E3",,
"1,999104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,182421875E1"
"1,999121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,999245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"1,999395187E1","3,579662561E0","-7,564908981E0","-5,711667538E0",,,,,,,,,,,,,,,,,,,,
"1,999403592E2",,,,,,,,,,,,,,,,,,"-2,892619896E1","2,137439919E1","2,946299934E1",,,
"1,999523245E1",,,,,,,,"2,723254919E0","-1,033826351E0","6,955142021E-1",,,,,,,,,,,,,
"1,999816349E2",,,,"5,262604356E-1","9,888381362E-1","2,617862940E0",,,,,,,,,,,,,,,,,
"1,999939519E2","4,852644444E0","-4,529613495E0","5,383850932E-1",,,,,,,,,,,,,,,,,,,,
"2,000055599E2",,,,,,,,,,,,,,,,,,,,,"1,011359375E3",,
"2,000104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,184375000E1"
"2,000121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,000245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,000403592E2",,,,,,,,,,,,,,,,,,"-2,354599953E1","2,726700020E1","2,782819939E1",,,
"2,000532672E2",,,,,,,,,,,"5,200754240E1","5,094528292E0","4,993341343E0","5,395051003E0","1,012443008E2","4,938494682E0","3,401594639E0",,,,,,
"2,000555995E1",,,,,,,,,,,,,,,,,,,,,"1,011220825E3",,
"2,000816349E2",,,,"6,520986557E-2","3,171917796E-1","2,174985647E0",,,,,,,,,,,,,,,,,
"2,000939519E2","4,842474937E0","-9,732806206E0","-1,152742267E0",,,,,,,,,,,,,,,,,,,,
"2,001041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,444140625E1"
"2,001055599E2",,,,,,,,,,,,,,,,,,,,,"1,011359375E3",,
"2,001104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,184375000E1"
"2,001121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,001218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,001245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,001403592E2",,,,,,,,,,,,,,,,,,"-1,847080040E1","3,497739792E1","2,579080009E1",,,
"2,001816349E2",,,,"-2,254092693E-1","-2,499966025E-1","3,443752825E-1",,,,,,,,,,,,,,,,,
"2,001939519E2","6,674778938E0","-1,263470173E1","-2,870789051E0",,,,,,,,,,,,,,,,,,,,
"2,002055599E2",,,,,,,,,,,,,,,,,,,,,"1,010804932E3",,
"2,002104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,186718750E1"
"2,002121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,002245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,002403592E2",,,,,,,,,,,,,,,,,,"-1,515240002E1","3,469680023E1","2,867000008E1",,,
"2,002816349E2",,,,"1,339322031E-1","5,803219974E-2","-1,043663263E0",,,,,,,,,,,,,,,,,
"2,002939519E2","5,955735683E0","-8,924032211E0","6,550351977E-1",,,,,,,,,,,,,,,,,,,,
"2,003055599E2",,,,,,,,,,,,,,,,,,,,,"1,011246216E3",,
"2,003104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,189453125E1"
"2,003121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,003245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,003403592E2",,,,,,,,,,,,,,,,,,"-1,906859970E1","3,208599854E1","2,875539970E1",,,
"2,003816349E2",,,,"-8,704829961E-3","-7,785477638E-1","-1,377348423E0",,,,,,,,,,,,,,,,,
"2,003939519E2","9,108279228E0","-1,011147022E1","-2,568096876E0",,,,,,,,,,,,,,,,,,,,
"2,004035919E1",,,,,,,,,,,,,,,,,,"-2,799899864E1","3,351340103E1","4,166299820E1",,,
"2,004055599E2",,,,,,,,,,,,,,,,,,,,,"1,011581909E3",,
"2,004104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,186718750E1"
"2,004121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,004245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,004403592E2",,,,,,,,,,,,,,,,,,"-2,320439911E1","2,775499916E1","2,951179886E1",,,
"2,004816349E2",,,,"-8,535314798E-1","-5,149593949E-1","-1,832137585E0",,,,,,,,,,,,,,,,,
"2,004939519E2","5,694917679E0","-7,258627415E0","-2,364706993E0",,,,,,,,,,,,,,,,,,,,
"2,005055599E2",,,,,,,,,,,,,,,,,,,,,"1,011581909E3",,
"2,005104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,189453125E1"
"2,005121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,005245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,005403592E2",,,,,,,,,,,,,,,,,,"-2,593719864E1","2,087419891E1","3,411119843E1",,,
"2,005559948E0",,,,,,,,,,,,,,,,,,,,,"1,011410645E3",,
"2,005816349E2",,,,"3,150537610E-1","1,075886369E0","-1,025948167E0",,,,,,,,,,,,,,,,,
"2,005939519E2","1,060618639E0","-5,520241737E0","2,390429735E0",,,,,,,,,,,,,,,,,,,,
"2,006055599E2",,,,,,,,,,,,,,,,,,,,,"1,010979370E3",,
"2,006104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185156250E1"
"2,006121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,006245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,006403592E2",,,,,,,,,,,,,,,,,,"-3,052439880E1","1,921500015E1","3,103679848E1",,,
"2,006816349E2",,,,"5,343543887E-1","7,872526050E-1","-1,771509275E-2",,,,,,,,,,,,,,,,,
"2,006939519E2","3,955934048E0","-3,276372433E0","-2,140379906E0",,,,,,,,,,,,,,,,,,,,
"2,007055599E2",,,,,,,,,,,,,,,,,,,,,"1,011186523E3",,
"2,007104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,190234375E1"
"2,007121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,007245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,007403592E2",,,,,,,,,,,,,,,,,,"-2,980459976E1","2,403400040E1","2,854800034E1",,,
"2,007816349E2",,,,"4,108068720E-2","4,941899776E-1","2,413528681E0",,,,,,,,,,,,,,,,,
"2,007939519E2","1,039860916E1","-1,167099285E1","-2,318645239E0",,,,,,,,,,,,,,,,,,,,
"2,008055599E2",,,,,,,,,,,,,,,,,,,,,"1,011225830E3",,
"2,008104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185937500E1"
"2,008121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,008163494E1",,,,"-6,403394938E-1","-3,052799106E-1","4,459316283E-2",,,,,,,,,,,,,,,,,
"2,008245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,008403592E2",,,,,,,,,,,,,,,,,,"-2,464399910E1","3,136619949E1","2,569319916E1",,,
"2,008816349E2",,,,"2,212859392E-1","6,531676650E-1","2,574644327E0",,,,,,,,,,,,,,,,,
"2,008939519E2","6,884150982E0","-4,302295208E0","-1,523629785E0",,,,,,,,,,,,,,,,,,,,
"2,009055599E2",,,,,,,,,,,,,,,,,,,,,"1,011225830E3",,
"2,009104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,184375000E1"
"2,009121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,009245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,009391614E1",,,,,,,,"2,141365290E0","-2,445740700E-1","6,730046272E-1",,,,,,,,,,,,,
"2,009395187E1","4,566103935E0","-6,971488953E0","-5,689534187E0",,,,,,,,,,,,,,,,,,,,
"2,009403592E2",,,,,,,,,,,,,,,,,,"-1,665299988E1","3,734420013E1","2,498559952E1",,,
"2,009816349E2",,,,"7,040221989E-2","-3,054326214E-2","5,027421117E-1",,,,,,,,,,,,,,,,,
"2,009939519E2","5,169693470E0","-8,446065903E0","-3,870390654E-1",,,,,,,,,,,,,,,,,,,,
"2,010055599E2",,,,,,,,,,,,,,,,,,,,,"1,011158325E3",,
"2,010104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185937500E1"
"2,010121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,010245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,010403592E2",,,,,,,,,,,,,,,,,,"-1,279780006E1","3,716119766E1","2,520520020E1",,,
"2,010413754E0",,,,,,,,,,,,,,,,,,,,,,,"3,526562500E1"
"2,010532862E2",,,,,,,,,,,"5,200753472E1","5,094618757E0","5,157915235E0","5,706746101E0","9,865103912E1","4,754297256E0","3,297084332E0",,,,,,
"2,010555995E1",,,,,,,,,,,,,,,,,,,,,"1,011363831E3",,
"2,010816349E2",,,,"-1,824959964E-1","-4,327980280E-1","-8,153523803E-1",,,,,,,,,,,,,,,,,
"2,010939519E2","6,585646152E0","-1,243789196E1","-8,679963946E-1",,,,,,,,,,,,,,,,,,,,
"2,011041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,444531250E1"
"2,011055599E2",,,,,,,,,,,,,,,,,,,,,"1,010862305E3",,
"2,011104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,191015625E1"
"2,011121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,011218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,011245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,011403592E2",,,,,,,,,,,,,,,,,,"-1,672620010E1","3,609980011E1","2,444879913E1",,,
"2,011816349E2",,,,"-3,807217777E-1","-6,692028642E-1","-1,398423314E0",,,,,,,,,,,,,,,,,
"2,011939519E2","5,091926575E0","-8,563314438E0","-1,855633974E0",,,,,,,,,,,,,,,,,,,,
"2,012055599E2",,,,,,,,,,,,,,,,,,,,,"1,011366821E3",,
"2,012104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,183593750E1"
"2,012121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,012183997E0",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,012245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,012403592E2",,,,,,,,,,,,,,,,,,"-2,194779968E1","3,286679840E1","2,755979919E1",,,
"2,012816349E2",,,,"-4,529565871E-1","-4,886921961E-3","-2,103056431E0",,,,,,,,,,,,,,,,,
"2,012939519E2","7,896314621E0","-8,127222061E0","-1,497308731E0",,,,,,,,,,,,,,,,,,,,
"2,013055599E2",,,,,,,,,,,,,,,,,,,,,"1,011366821E3",,
"2,013104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,192578125E1"
"2,013121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,013245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,013403592E2",,,,,,,,,,,,,,,,,,"-2,937759972E1","2,598600006E1","2,960939980E1",,,
"2,013678753E1",,,,,,,,,,,"5,201196352E1","5,093377003E0","7,919967522E0","0,000000000E0",,"2,267461967E1","2,659015465E1",,,,,,
"2,013816349E2",,,,"-7,759515643E-1","-3,124575615E-1","-1,727832317E0",,,,,,,,,,,,,,,,,
"2,013939519E2","7,006783009E0","-8,040482521E0","-1,301097274E0",,,,,,,,,,,,,,,,,,,,
"2,014035919E1",,,,,,,,,,,,,,,,,,"-2,846259880E1","3,124419975E1","4,418840027E1",,,
"2,014055599E2",,,,,,,,,,,,,,,,,,,,,"1,010887329E3",,
"2,014104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185156250E1"
"2,014121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,014245684E2",,,,,,,,"1,442947149E0","-2,626122475E0","2,271799088E0",,,,,,,,,,,,,
"2,014403592E2",,,,,,,,,,,,,,,,,,"-3,045119858E1","1,872699928E1","3,237879944E1",,,
"2,014816349E2",,,,"-1,811215430E-1","-1,261436790E-1","-8,991936445E-1",,,,,,,,,,,,,,,,,
"2,014939519E2","4,943571568E0","-1,963310957E0","-3,529413462E0",,,,,,,,,,,,,,,,,,,,
"2,015055599E2",,,,,,,,,,,,,,,,,,,,,"1,010976074E3",,
"2,015104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,188671875E1"
"2,015121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,015245684E2",,,,,,,,"-9,450541496E0","8,430409431E-1","3,697321892E0",,,,,,,,,,,,,
"2,015403592E2",,,,,,,,,,,,,,,,,,"-3,120759964E1","1,838539886E1","3,303759766E1",,,
"2,015816349E2",,,,"7,936666608E-1","1,394758105E0","1,898263693E0",,,,,,,,,,,,,,,,,
"2,015939519E2","7,269395351E0","-2,322832584E0","-6,155536175E-1",,,,,,,,,,,,,,,,,,,,
"2,016055599E2",,,,,,,,,,,,,,,,,,,,,"1,011286865E3",,
"2,016104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,185937500E1"
"2,016121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,016245684E2",,,,,,,,"-9,450541496E0","8,430409431E-1","3,697321892E0",,,,,,,,,,,,,
"2,016403592E2",,,,,,,,,,,,,,,,,,"-3,020719910E1","2,770619965E1","2,665699959E1",,,
"2,016816349E2",,,,"4,100432992E-1","5,138903856E-1","2,579531193E0",,,,,,,,,,,,,,,,,
"2,016939519E2","6,571289062E0","-7,913662910E0","-1,286142170E-1",,,,,,,,,,,,,,,,,,,,
"2,017055599E2",,,,,,,,,,,,,,,,,,,,,"1,011286865E3",,
"2,017104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,191015625E1"
"2,017121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,017245684E2",,,,,,,,"5,991038322E0","-6,013889313E-1","5,641368389E0",,,,,,,,,,,,,
"2,017403592E2",,,,,,,,,,,,,,,,,,"-2,136219978E1","3,562400055E1","2,602260017E1",,,
"2,017816349E2",,,,"1,867720485E-1","-5,850561857E-1","1,730581284E0",,,,,,,,,,,,,,,,,
"2,017939519E2","8,619544983E0","-1,324008560E1","-1,752742529E0",,,,,,,,,,,,,,,,,,,,
"2,018055599E2",,,,,,,,,,,,,,,,,,,,,"1,011150024E3",,
"2,018104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,193359375E1"
"2,018121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,018163495E1",,,,"-6,351471543E-1","-7,788532227E-2","5,742133409E-2",,,,,,,,,,,,,,,,,
"2,018245684E2",,,,,,,,"3,797436476E0","1,029908657E0","-7,071178436E0",,,,,,,,,,,,,
"2,018403592E2",,,,,,,,,,,,,,,,,,"-1,493279934E1","3,816159821E1","2,514419937E1",,,
"2,018816349E2",,,,"-7,177666575E-2","-7,409795523E-1","2,739730477E-1",,,,,,,,,,,,,,,,,
"2,018939519E2","6,459424496E0","-1,041356373E1","-2,050648928E0",,,,,,,,,,,,,,,,,,,,
"2,019055599E2",,,,,,,,,,,,,,,,,,,,,"1,010859558E3",,
"2,019104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,192578125E1"
"2,019121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"2,019245684E2",,,,,,,,"2,218044281E0","-3,422800064E0","-5,435928345E0",,,,,,,,,,,,,
"2,019259929E1",,,,,,,,"3,383323908E0","-7,972685337E0","-3,534507275E0",,,,,,,,,,,,,
"2,019395187E1","3,907479286E0","-7,889734268E0","-5,782854080E0",,,,,,,,,,,,,,,,,,,,
