"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
2,818163495E1;1,650252461E0;8,338310719E-1;2,065335512E0
2,828163494E1;1,455997348E0;-2,561052442E-1;1,701259732E0
2,838163495E1;-2,506074607E-1;-7,611380816E-1;-1,803579628E-1
2,848163495E1;-2,678644061E-1;3,929390609E-1;-4,198171496E-1
2,858163494E1;-8,280278444E-1;-8,759807348E-1;-8,981246352E-1
2,868163495E1;-1,857335806E0;-3,535382748E-1;-1,011898279E0
2,878163494E1;-2,506532907E0;-8,051204085E-1;-9,045386910E-1
2,888163495E1;-3,772092983E-2;3,970623948E-3;-1,879937798E-1
2,898163495E1;8,987354636E-1;6,087272167E-1;6,563746929E-1
2,908163494E1;1,748449087E0;4,425718784E-1;1,660942554E0
2,918163495E1;1,971109390E0;3,819434941E-1;1,724778056E0
2,928163494E1;8,301658630E-1;-2,683225572E-1;8,625417352E-1
2,938163495E1;-1,873829067E-1;-8,659014851E-2;-2,266310006E-1
2,948163495E1;-7,142542005E-1;-1,466076635E-2;-1,015563488E0
2,958163494E1;-9,824240208E-1;-1,368338168E-1;-1,653917670E0
2,968163495E1;-1,680032134E0;-7,541131377E-1;-7,768678665E-1
2,978163494E1;-1,103833556E0;-4,338670373E-1;-6,298020482E-1
2,988163495E1;1,156062484E-1;6,475171447E-1;-1,269072592E-1
2,998163495E1;1,582599163E0;7,672467232E-1;1,494176388E0
3,008163494E1;1,979050636E0;5,360342264E-1;1,893224120E0
3,018163495E1;1,145066857E0;-1,116356254E0;1,353677392E0
3,028163494E1;2,492330223E-1;-7,447974682E-1;3,286454976E-1
3,038163495E1;-3,428481221E-1;3,061962128E-1;-7,756461501E-1
3,048163495E1;-5,667302608E-1;-1,330159009E-1;-1,257618785E0
3,058163494E1;-1,391092896E0;-7,447974682E-1;-8,791878223E-1
3,068163495E1;-2,199573040E0;-9,821186066E-1;-1,050382733E0
3,078163494E1;-2,698497176E-1;-1,343903504E-2;-6,959282160E-1
3,088163495E1;5,491678715E-1;5,529857874E-1;-2,107485011E-2
3,098163495E1;1,728137732E0;7,900014520E-1;1,534035325E0
3,108163494E1;1,672396302E0;5,068654418E-1;2,138792038E0
3,118163495E1;9,428704977E-1;-1,013120055E0;1,160338521E0
3,128163494E1;-7,116580009E-2;-5,644394755E-1;-8,674286306E-2
3,138163495E1;-5,826127529E-1;3,811798990E-1;-9,141598344E-1
3,148163495E1;-1,069625020E0;-3,677408695E-1;-1,365894675E0
3,158163494E1;-2,083355904E0;-6,887505651E-1;-1,079093456E0
3,168163495E1;-1,897652864E0;-8,350527883E-1;-8,260425329E-1
3,178163494E1;-2,535090782E-2;4,906775057E-1;-3,176499158E-2
3,188163495E1;1,056796908E0;9,378308654E-1;7,507534027E-1
3,198163495E1;1,832901120E0;5,313000679E-1;1,994933128E0
3,208163495E1;1,578323126E0;1,887573600E-1;2,031279564E0
3,218163494E1;5,404630303E-1;-3,678936064E-1;2,379320115E-1
3,228163494E1;-5,728389025E-1;-1,142318025E-1;-1,033431292E0
3,238163494E1;-9,610437751E-1;-3,257438838E-1;-1,432784438E0
3,248163494E1;-1,965153456E0;-1,034805775E0;-1,091768861E0
3,258163495E1;-2,164906502E0;-9,644035101E-1;-8,083274364E-1
3,268163494E1;-2,084577680E-1;9,010262042E-2;-3,972151279E-1
3,278163494E1;9,729556441E-1;9,790642858E-1;4,809036553E-1
3,288163494E1;1,772272825E0;6,276640296E-1;1,750739813E0
3,298163494E1;1,592067599E0;6,296493411E-1;1,879479647E0
3,308163495E1;5,948300362E-1;-4,987714589E-1;4,021020532E-1
3,318163494E1;-4,199698567E-2;-4,868595898E-1;-4,056145251E-1
3,328163494E1;-7,730499506E-1;-2,385428846E-1;-1,212720275E0
3,338163494E1;-1,284038782E0;-2,264782935E-1;-1,908648491E0
3,348163494E1;-2,304794550E0;-1,057407737E0;-7,887797356E-1
3,358163495E1;-1,694082022E0;-5,994115472E-1;-6,267477274E-1
3,368163494E1;8,778133392E-1;8,087855577E-1;8,345946670E-1
3,378163494E1;1,485929728E0;8,914051056E-1;1,448972344E0
3,388163494E1;1,729817629E0;4,596760869E-2;2,012800932E0
3,398163494E1;8,860600591E-1;-6,349944472E-1;1,395521641E0
3,408163495E1;-3,909537494E-1;-1,197754025E0;1,298088674E-2
3,418163494E1;-6,406449080E-1;2,145664245E-1;-1,256244421E0
3,428163494E1;-1,008080363E0;-2,892446816E-1;-2,060601234E0
3,438163494E1;-1,549612403E0;-1,415374756E0;-1,269683361E0
3,448163494E1;-1,035569310E0;-9,590584636E-1;-1,032973170E0
3,458163495E1;-1,487456858E-1;2,687807083E-1;-5,215262175E-1
3,468163494E1;1,646434546E0;1,145525098E0;1,343292713E0
3,478163494E1;1,602299571E0;3,032945991E-1;2,078010798E0
3,488163494E1;1,178817153E0;1,902845204E-1;1,101084590E0
3,498163494E1;-2,127338201E-1;4,051563740E-1;-4,276056588E-1
3,508163495E1;-6,623306274E-1;4,450153410E-1;-1,154993415E0
3,518163494E1;-1,181413412E0;2,035708427E-1;-1,658193707E0
3,528163494E1;-2,032501459E0;-5,534439087E-1;-1,277013779E0
3,538163494E1;-9,688322544E-1;-7,974845767E-1;-6,533203721E-1
3,548163494E1;2,794708498E-2;5,995642543E-1;5,925392732E-2
3,558163495E1;1,614211440E0;8,089383245E-1;1,621847272E0
3,568163494E1;1,803426862E0;4,367686510E-1;2,220495224E0
